id,id_order,product_id,product_quantity,sku,unit_price,date
1278346,370636,0,1,WDT0249,229.99,2017-06-30 11:34:47
1278347,370637,0,1,NTE0093,5.99,2017-06-30 11:34:49
1278348,370638,0,1,KUA0017,6.99,2017-06-30 11:35:18
1278349,370635,0,2,APP1685,9.00,2017-06-30 11:35:32
1278350,370639,0,1,OWC0091,21.99,2017-06-30 11:36:35
1278352,370640,0,1,SAN0141,24.99,2017-06-30 11:37:03
1278353,370641,0,1,TOS0014-A,69.57,2017-06-30 11:37:07
1278354,370642,0,6,KEN0078,22.90,2017-06-30 11:37:18
1278355,369153,0,1,APP1697,53.99,2017-06-30 11:37:35
1278356,370643,0,1,TUC0302,29.99,2017-06-30 11:37:35
1278357,370644,0,1,APP0697,4.99,2017-06-30 11:38:13
1278358,370645,0,1,SAT0050,14.99,2017-06-30 11:38:18
1278359,370646,0,1,SYN0103,1.167.90,2017-06-30 11:38:23
1278360,369783,0,1,OTR0045,19.99,2017-06-30 11:38:31
1278361,370643,0,1,SPE0192,49.99,2017-06-30 11:38:55
1278362,370640,0,1,TRA0011,44.99,2017-06-30 11:38:56
1278364,370647,0,1,WAC0222-A,756.72,2017-06-30 11:39:06
1278365,370648,0,1,ELA0018,16.99,2017-06-30 11:39:14
1278373,370650,0,1,MUV0168,7.99,2017-06-30 11:40:51
1278374,370651,0,1,APP2078,1.424.00,2017-06-30 11:40:55
1278378,370653,0,2,APP1187,879.00,2017-06-30 11:41:30
1278379,370653,0,1,APP1190,56.00,2017-06-30 11:41:30
1278382,370652,0,1,APP1221,109.00,2017-06-30 11:41:57
1278383,370656,0,1,SEV0024,59.99,2017-06-30 11:42:34
1278384,370657,0,1,EVU0008,29.99,2017-06-30 11:42:45
1278385,370637,0,1,ZAG0018-A,63.47,2017-06-30 11:43:05
1278386,370656,0,1,SAM0074,153.99,2017-06-30 11:43:36
1278388,370658,0,1,LAC0203,240.79,2017-06-30 11:43:45
1278389,370659,0,1,ELA0018,16.99,2017-06-30 11:44:05
1278390,370660,0,1,LIF0102,34.99,2017-06-30 11:44:11
1278393,370663,0,1,STM0085,39.99,2017-06-30 11:44:22
1278394,370660,0,1,LIF0116,34.99,2017-06-30 11:44:44
1278395,370664,0,1,OWC0041,38.99,2017-06-30 11:45:08
1278396,370665,0,1,APP2319,2.965.00,2017-06-30 11:45:12
1278400,370650,0,1,KIN0135,20.99,2017-06-30 11:46:07
1278401,370637,0,1,KEN0109,49.99,2017-06-30 11:46:16
1278402,370666,0,1,MOX0019,4.99,2017-06-30 11:46:46
1278403,370205,0,1,WAC0175,84.99,2017-06-30 11:46:50
1278404,370667,0,1,APP1190,64.99,2017-06-30 11:47:12
1278405,370563,0,1,WDT0141,112.99,2017-06-30 11:47:48
1278406,370668,0,1,APP2088,1.599.00,2017-06-30 11:48:21
1278407,370664,0,1,SAN0137,57.99,2017-06-30 11:48:23
1278409,370669,0,1,PAC0622,207.99,2017-06-30 11:48:28
1278410,370669,0,1,SEV0012,49.99,2017-06-30 11:48:28
1278413,370670,0,1,APP1970,399.00,2017-06-30 11:48:56
1278418,368892,0,1,XDO0020,26.90,2017-06-30 11:50:45
1278419,370205,0,1,WAC0174,79.99,2017-06-30 11:50:54
1278420,370665,0,3,APP1043,74.99,2017-06-30 11:51:17
1278422,370672,0,1,LIF0116,34.99,2017-06-30 11:51:23
1278424,370673,0,1,IKM0059,299.99,2017-06-30 11:51:57
1278427,370675,0,1,OWC0219,48.99,2017-06-30 11:53:31
1278432,370677,0,1,OWC0220-2,377.99,2017-06-30 11:55:03
1278434,370676,0,1,GRT0439,19.99,2017-06-30 11:55:25
1278435,370679,0,1,MBI0010,16.99,2017-06-30 11:55:26
1278437,370662,0,1,LIF0103,34.99,2017-06-30 11:55:39
1278440,370680,0,2,PHI0077,29.99,2017-06-30 11:56:27
1278441,370662,0,1,SAT0050,14.99,2017-06-30 11:56:36
1278443,370682,0,1,8MO0007,19.99,2017-06-30 11:57:17
1278444,370662,0,1,TPL0038,8.99,2017-06-30 11:57:26
1278446,370683,0,1,WOE0007,6.99,2017-06-30 11:57:54
1278447,370684,0,1,NTE0017,94.99,2017-06-30 11:58:13
1278448,370683,0,1,MUV0181,6.99,2017-06-30 11:58:23
1278449,370685,0,2,OWC0059,114.99,2017-06-30 11:58:53
1278452,370686,0,1,STA0064,249.99,2017-06-30 11:59:46
1278455,370687,0,1,APP1922,179.00,2017-06-30 12:00:01
1278456,370688,0,1,APP1922,179.00,2017-06-30 12:00:01
1278457,370689,0,1,APP1922,179.00,2017-06-30 12:00:01
1278458,370690,0,1,APP1922,179.00,2017-06-30 12:00:01
1278459,370691,0,1,MOS0215,36.99,2017-06-30 12:00:06
1278460,370692,0,1,LIF0112,59.99,2017-06-30 12:00:31
1278461,370693,0,2,WDT0315,71.99,2017-06-30 12:00:55
1278464,370694,0,1,APP2240,2.070.00,2017-06-30 12:02:14
1278465,370695,0,1,APP0437,31.00,2017-06-30 12:02:16
1278468,370698,0,1,GRT0459,7.99,2017-06-30 12:02:51
1278469,370698,0,1,WOE0007,6.99,2017-06-30 12:02:51
1278470,370699,0,1,SAT0010,12.99,2017-06-30 12:03:06
1278471,370700,0,2,APP0698,8.99,2017-06-30 12:03:16
1278474,369099,0,1,TRA0035,177.99,2017-06-30 12:03:50
1278475,370701,0,2,TOS0022,99.99,2017-06-30 12:03:51
1278476,370699,0,1,NTE0026,29.99,2017-06-30 12:03:55
1278477,370702,0,2,APP1685,9.00,2017-06-30 12:03:56
1278479,370703,0,1,PAC1487,187.99,2017-06-30 12:04:36
1278480,370703,0,1,SEV0041,99.99,2017-06-30 12:04:36
1278481,370704,0,1,APP0698,8.99,2017-06-30 12:04:46
1278482,370705,0,1,ELA0043,16.99,2017-06-30 12:04:48
1278483,370685,0,1,SAM0073,90.99,2017-06-30 12:05:55
1278486,370700,0,1,APP0985,14.99,2017-06-30 12:06:48
1278487,370707,0,1,XOO0010,19.99,2017-06-30 12:07:01
1278489,370685,0,1,NTE0013,19.99,2017-06-30 12:08:17
1278491,370699,0,1,AP20151,43.99,2017-06-30 12:09:41
1278492,370709,0,1,MOX0023,4.99,2017-06-30 12:09:40
1278493,370710,0,1,APP2264,2.679.00,2017-06-30 12:09:43
1278495,370711,0,1,LAC0180,102.49,2017-06-30 12:09:59
1278496,370710,0,1,APP2262,2.479.00,2017-06-30 12:10:05
1278497,370709,0,1,GRT0459,7.99,2017-06-30 12:10:53
1278498,370712,0,1,APP0481,32.99,2017-06-30 12:12:46
1278500,370713,0,1,MUV0142,5.99,2017-06-30 12:13:31
1278501,370714,0,1,APP1491,679.00,2017-06-30 12:14:35
1278502,370715,0,1,PAC1397,25.99,2017-06-30 12:14:37
1278504,370716,0,1,APP0927,14.99,2017-06-30 12:15:57
1278505,370686,0,1,HGD0022,119.90,2017-06-30 12:17:30
1278507,370715,0,1,OWC0013,3.49,2017-06-30 12:20:06
1278508,370717,0,1,RAI0019,49.99,2017-06-30 12:20:14
1278510,370719,0,1,KUA0022,6.99,2017-06-30 12:21:37
1278511,370720,0,1,LIF0120,66.99,2017-06-30 12:21:44
1278513,370721,0,1,ELA0018,16.99,2017-06-30 12:21:57
1278518,370724,0,3,APP0698,8.99,2017-06-30 12:24:05
1278519,370719,0,1,KUA0017,6.99,2017-06-30 12:24:15
1278520,370719,0,1,WOE0007,6.99,2017-06-30 12:24:15
1278523,370726,0,1,APP2089,1.979.00,2017-06-30 12:25:38
1278525,370722,0,1,ELA0024,13.99,2017-06-30 12:25:50
1278527,370727,0,1,KEN0080,84.99,2017-06-30 12:27:18
1278529,370728,0,1,ZAG0028,59.99,2017-06-30 12:27:47
1278530,370705,0,1,HOC0008,22.99,2017-06-30 12:27:56
1278532,370730,0,1,LIF0116,34.99,2017-06-30 12:28:57
1278533,370721,0,1,PHI0080,50.99,2017-06-30 12:29:12
1278534,370731,0,1,PAC2117,2.999.00,2017-06-30 12:29:33
1278537,370732,0,1,NTE0026,29.99,2017-06-30 12:30:45
1278538,370733,0,1,QNA0203,282.99,2017-06-30 12:30:46
1278540,370734,0,1,LAC0180,87.79,2017-06-30 12:30:57
1278543,370736,0,1,LAC0197,74.99,2017-06-30 12:32:19
1278545,370722,0,1,MDT0022,11.50,2017-06-30 12:32:58
1278546,370737,0,1,LAC0197,74.99,2017-06-30 12:33:16
1278548,370738,0,1,WAC0204,19.99,2017-06-30 12:33:29
1278551,370740,0,1,KIN0123,28.99,2017-06-30 12:34:05
1278552,370740,0,1,KAN0055,54.99,2017-06-30 12:34:43
1278555,370741,0,1,APP0927,14.99,2017-06-30 12:35:25
1278556,370722,0,1,PAC1913,49.99,2017-06-30 12:35:33
1278557,370742,0,1,SAN0146,10.99,2017-06-30 12:35:53
1278561,370735,0,1,KEN0244,204.29,2017-06-30 12:37:29
1278562,370739,0,1,XOO0009,15.99,2017-06-30 12:38:21
1278563,370744,0,1,KUA0028,6.99,2017-06-30 12:38:38
1278565,370745,0,1,AP20115,99.99,2017-06-30 12:39:39
1278570,370735,0,1,APP2279,2.414.59,2017-06-30 12:42:14
1278572,370746,0,1,IFX0141,4.99,2017-06-30 12:44:01
1278575,370747,0,1,MOX0023,4.99,2017-06-30 12:45:14
1278576,370748,0,1,APP1491,679.00,2017-06-30 12:45:59
1278578,370749,0,1,PAC1373,459.99,2017-06-30 12:47:13
1278579,370748,0,1,APP1766,48.00,2017-06-30 12:47:22
1278580,370750,0,1,SHE0041,4.99,2017-06-30 12:47:32
1278581,369252,0,1,AP20220,239.00,2017-06-30 12:47:33
1278582,370751,0,1,LGE0041,234.00,2017-06-30 12:47:36
1278583,370748,0,1,WAC0212,49.99,2017-06-30 12:48:17
1278584,370739,0,1,BEL0198,19.99,2017-06-30 12:48:20
1278585,370750,0,1,KAN0052,7.99,2017-06-30 12:48:30
1278587,370752,0,1,DLK0139,229.95,2017-06-30 12:49:32
1278589,370750,0,1,ELA0026,12.99,2017-06-30 12:50:22
1278592,370753,0,1,OTR0045,19.99,2017-06-30 12:51:10
1278595,370754,0,1,8MO0007,19.99,2017-06-30 12:53:57
1278597,370755,0,1,SEA0093,149.99,2017-06-30 12:55:08
1278599,370757,0,1,SEA0049,44.99,2017-06-30 12:56:00
1278600,370715,0,1,SAM0074,153.99,2017-06-30 12:56:41
1278601,370758,0,1,PAC2146,3.099.00,2017-06-30 12:56:56
1278603,370759,0,1,KAN0052,7.99,2017-06-30 12:57:11
1278604,370760,0,1,APP1675,31.00,2017-06-30 12:58:45
1278605,370761,0,1,LIF0107,38.99,2017-06-30 12:59:03
1278606,370756,0,1,8MO0007,19.99,2017-06-30 12:59:54
1278607,370762,0,2,SPE0184,21.99,2017-06-30 13:03:38
1278608,370760,0,1,LEX0032,25.99,2017-06-30 13:04:58
1278609,370763,0,1,FCM0022,35.99,2017-06-30 13:05:01
1278610,370764,0,2,APP1976,399.00,2017-06-30 13:05:12
1278613,370766,0,1,CAR0008,14.99,2017-06-30 13:06:25
1278614,370762,0,2,WOE0007,6.99,2017-06-30 13:07:48
1278616,370767,0,1,KUA0022,6.99,2017-06-30 13:07:54
1278617,370768,0,1,APP1924,2.599.00,2017-06-30 13:07:57
1278618,370686,0,1,QNA0128,542.99,2017-06-30 13:08:12
1278619,370767,0,1,KUA0023,6.99,2017-06-30 13:08:15
1278621,370769,0,1,APP1214,80.00,2017-06-30 13:10:28
1278622,370770,0,1,APP1966,399.00,2017-06-30 13:10:49
1278623,370771,0,1,APP0927,14.99,2017-06-30 13:12:24
1278627,370773,0,1,APP1138,48.00,2017-06-30 13:15:05
1278628,370774,0,1,WHO0008,12.99,2017-06-30 13:16:24
1278629,370775,0,1,LIF0117,34.99,2017-06-30 13:16:48
1278632,370776,0,2,OWC0167,189.99,2017-06-30 13:19:05
1278635,370778,0,1,PAC2053,199.00,2017-06-30 13:22:42
1278636,370779,0,1,JMO0092,32.90,2017-06-30 13:22:44
1278637,370780,0,1,SAN0155,12.99,2017-06-30 13:22:44
1278642,370782,0,1,JBL0122,39.99,2017-06-30 13:26:21
1278646,370779,0,1,MOP0080,32.99,2017-06-30 13:27:42
1278650,370784,0,1,APP2014,39.00,2017-06-30 13:31:13
1278652,370785,0,1,OWC0040-2,138.99,2017-06-30 13:32:24
1278653,370786,0,1,OWC0123,224.99,2017-06-30 13:34:49
1278654,370787,0,1,APP2151,729.00,2017-06-30 13:35:33
1278655,370787,0,1,APP1020,63.00,2017-06-30 13:35:33
1278656,370788,0,1,APP1683,34.00,2017-06-30 13:37:10
1278659,370786,0,1,OWC0013,3.49,2017-06-30 13:38:55
1278661,370790,0,1,LAC0227,309.99,2017-06-30 13:39:24
1278662,370791,0,1,APP2371,1.669.01,2017-06-30 13:40:49
1278664,370793,0,1,MOX0019,4.99,2017-06-30 13:42:45
1278665,370794,0,1,APP1131,52.00,2017-06-30 13:42:47
1278666,370795,0,1,PAC1492,123.99,2017-06-30 13:42:48
1278667,370793,0,1,WOE0007,6.99,2017-06-30 13:42:52
1278668,370794,0,1,APP1679,34.00,2017-06-30 13:43:17
1278670,370785,0,1,CRU0053,285.00,2017-06-30 13:43:27
1278672,370797,0,1,PAC1489,183.99,2017-06-30 13:44:43
1278673,370798,0,1,MAC0137,11.99,2017-06-30 13:44:49
1278674,370799,0,1,HOC0008,22.99,2017-06-30 13:45:38
1278677,370801,0,1,PAC0622,207.99,2017-06-30 13:46:11
1278678,370793,0,1,ELA0023,13.99,2017-06-30 13:46:40
1278681,370803,0,1,NTE0031,14.99,2017-06-30 13:47:00
1278682,370804,0,1,APP1677,34.00,2017-06-30 13:47:20
1278684,370806,0,1,GRT0466,6.99,2017-06-30 13:49:23
1278685,370807,0,1,APP0399,31.00,2017-06-30 13:49:33
1278686,370808,0,1,PAC2099,3.018.00,2017-06-30 13:49:48
1278689,370809,0,3,FCM0011,18.99,2017-06-30 13:51:43
1278690,370786,0,1,OWC0037-2,138.99,2017-06-30 13:51:57
1278691,370351,0,1,PAC1776,839.99,2017-06-30 13:52:11
1278692,370810,0,1,TOS0022,99.99,2017-06-30 13:52:14
1278693,370811,0,2,OTR0107,15.99,2017-06-30 13:52:30
1278695,370812,0,1,LAC0200,370.43,2017-06-30 13:53:46
1278697,370813,0,1,TRK0009,27.99,2017-06-30 13:56:22
1278698,370814,0,2,OWC0037-2,138.99,2017-06-30 13:58:05
1278699,370814,0,1,PAC1489,183.99,2017-06-30 13:58:15
1278700,370815,0,1,HTE0011,64.99,2017-06-30 13:58:48
1278701,370816,0,1,JBL0102,95.99,2017-06-30 13:59:01
1278705,370817,0,1,OTT0119,29.99,2017-06-30 14:02:05
1278706,370818,0,1,DLK0074,7.99,2017-06-30 14:02:23
1278711,370821,0,1,DLL0012,181.81,2017-06-30 14:03:24
1278712,370816,0,1,THU0029,72.99,2017-06-30 14:05:08
1278715,370822,0,1,MOX0023,4.99,2017-06-30 14:08:17
1278717,370823,0,1,APP2371,1.652.00,2017-06-30 14:08:53
1278718,370824,0,1,LIF0096,59.99,2017-06-30 14:09:32
1278719,370825,0,1,APP1650,879.00,2017-06-30 14:10:36
1278721,370594,0,1,TOS0014-A,69.57,2017-06-30 14:11:16
1278725,370827,0,1,AP20174,649.00,2017-06-30 14:12:15
1278726,370828,0,1,LGE0044,561.99,2017-06-30 14:13:34
1278727,370829,0,1,NEA0009,139.99,2017-06-30 14:13:38
1278730,370819,0,1,PAC2099,3.017.99,2017-06-30 14:14:21
1278732,370351,0,1,MAC0121,7.99,2017-06-30 14:15:57
1278733,370831,0,1,8MO0009,19.99,2017-06-30 14:16:05
1278734,370832,0,1,APP2117,999.00,2017-06-30 14:16:11
1278735,370833,0,1,8MO0007,19.99,2017-06-30 14:16:17
1278736,370831,0,1,8MO0011,19.99,2017-06-30 14:16:25
1278737,370834,0,1,APP2161,179.00,2017-06-30 14:16:41
1278738,370835,0,1,GRT0379,36.99,2017-06-30 14:16:53
1278741,370822,0,1,LIF0118,69.99,2017-06-30 14:17:56
1278742,370835,0,1,APP0409,79.00,2017-06-30 14:18:57
1278743,370836,0,1,APP2072,1.025.00,2017-06-30 14:20:02
1278746,370837,0,1,APP1214,80.00,2017-06-30 14:21:03
1278747,370838,0,1,APP1778,40.99,2017-06-30 14:26:03
1278748,370823,0,1,SAT0008,59.99,2017-06-30 14:26:35
1278749,370839,0,1,APP2064,1.424.00,2017-06-30 14:26:46
1278750,370840,0,1,SAT0011,12.99,2017-06-30 14:26:55
1278751,370841,0,1,APP1647,769.00,2017-06-30 14:27:24
1278752,370840,0,1,LOG0152,12.99,2017-06-30 14:27:40
1278753,370842,0,1,JMO0091,30.99,2017-06-30 14:27:45
1278754,370842,0,1,APP1679,34.00,2017-06-30 14:27:50
1278756,370843,0,1,WOE0007,6.99,2017-06-30 14:28:48
1278758,370835,0,2,LAC0185,188.99,2017-06-30 14:31:59
1278759,370844,0,1,WAC0132,179.99,2017-06-30 14:32:07
1278760,370845,0,1,MOX0019,4.99,2017-06-30 14:32:28
1278762,370846,0,1,SPE0132,39.99,2017-06-30 14:34:27
1278763,370847,0,1,PAC2163,58.00,2017-06-30 14:34:49
1278764,370848,0,1,APP0927,14.99,2017-06-30 14:34:56
1278765,370668,0,1,APP0437,31.00,2017-06-30 14:36:04
1278766,370847,0,1,SSE0009,29.00,2017-06-30 14:36:21
1278767,370847,0,1,SSE0007,29.00,2017-06-30 14:36:45
1278768,370822,0,1,HOC0010,29.99,2017-06-30 14:37:44
1278770,370796,0,1,NTE0072,12.99,2017-06-30 14:38:37
1278771,370849,0,1,BNQ0045,129.99,2017-06-30 14:39:18
1278772,370846,0,1,MUV0176,15.99,2017-06-30 14:39:58
1278774,370851,0,1,APP1747,455.00,2017-06-30 14:41:46
1278775,370846,0,1,WAC0199,16.99,2017-06-30 14:45:16
1278777,370852,0,1,APP0698,9.99,2017-06-30 14:50:45
1278778,370853,0,1,SAT0053,64.99,2017-06-30 14:50:46
1278781,370854,0,1,APP0927,14.99,2017-06-30 14:54:01
1278785,368791,0,2,DLL0014,272.72,2017-06-30 14:57:13
1278787,370856,0,1,APP2072,1.025.00,2017-06-30 14:58:40
1278789,370857,0,1,OTT0132,16.99,2017-06-30 15:00:11
1278791,370858,0,2,SAM0073,90.99,2017-06-30 15:03:51
1278792,370858,0,2,NTE0013,19.99,2017-06-30 15:04:05
1278794,370853,0,1,TRA0034,29.90,2017-06-30 15:04:44
1278795,370853,0,1,BOO0089,44.99,2017-06-30 15:05:39
1278798,370859,0,1,KAN0059,45.99,2017-06-30 15:08:30
1278799,370860,0,1,MOX0023,4.99,2017-06-30 15:12:59
1278800,370718,0,1,APP2082,1.899.00,2017-06-30 15:13:16
1278801,370861,0,1,APP1682,35.99,2017-06-30 15:13:39
1278804,370862,0,2,CRU0022,44.99,2017-06-30 15:14:26
1278810,370866,0,1,APP2149,729.00,2017-06-30 15:19:57
1278811,370867,0,1,APP1966,399.00,2017-06-30 15:21:37
1278815,370869,0,1,APP2075,3.099.00,2017-06-30 15:26:00
1278816,370869,0,1,SAT0057,95.99,2017-06-30 15:26:52
1278817,370870,0,1,DLK0139,190.04,2017-06-30 15:27:52
1278819,370871,0,1,APP0697,4.99,2017-06-30 15:30:45
1278821,370872,0,2,APP1679,34.00,2017-06-30 15:31:24
1278822,370873,0,1,GRT0432,16.99,2017-06-30 15:31:36
1278826,370871,0,1,APP0698,8.99,2017-06-30 15:34:20
1278827,370871,0,1,KAN0037,9.99,2017-06-30 15:34:51
1278828,370875,0,1,APP0023,54.00,2017-06-30 15:35:34
1278830,370876,0,1,WDT0366,145.99,2017-06-30 15:36:10
1278831,369273,0,2,APP1190,56.00,2017-06-30 15:36:30
1278832,369899,0,1,IOT0024,22.99,2017-06-30 15:37:48
1278834,370875,0,1,STA0042,29.99,2017-06-30 15:38:13
1278836,370877,0,1,JBL0096,23.99,2017-06-30 15:41:12
1278838,370878,0,1,LMP0020,49.99,2017-06-30 15:43:39
1278839,370879,0,1,APP0023,54.00,2017-06-30 15:45:46
1278842,370880,0,1,SPE0192,49.99,2017-06-30 15:46:21
1278844,370882,0,2,THU0036,39.99,2017-06-30 15:49:49
1278845,370880,0,1,APP2092,149.00,2017-06-30 15:50:11
1278849,370883,0,1,APP2072,1.025.00,2017-06-30 15:54:27
1278850,370883,0,1,APP1195,1.149.00,2017-06-30 15:54:54
1278852,370884,0,1,JBL0127,66.99,2017-06-30 15:59:37
1278853,370885,0,1,SPE0192,36.99,2017-06-30 16:01:50
1278857,370887,0,1,APP1747,455.00,2017-06-30 16:04:45
1278859,370888,0,1,JMO0026,19.99,2017-06-30 16:07:28
1278861,370889,0,4,CRU0021,65.99,2017-06-30 16:09:13
1278863,370890,0,1,BEL0240,29.99,2017-06-30 16:10:29
1278864,370891,0,1,JAB0016,37.99,2017-06-30 16:10:45
1278865,370892,0,1,APP1969,499.00,2017-06-30 16:11:03
1278867,370892,0,1,APP1977,499.00,2017-06-30 16:12:07
1278868,370879,0,1,XRI0008,179.99,2017-06-30 16:12:25
1278869,370893,0,1,KAN0052,7.99,2017-06-30 16:12:56
1278870,370894,0,1,SPE0189,49.99,2017-06-30 16:13:58
1278871,370895,0,1,SAT0010,12.99,2017-06-30 16:14:05
1278872,370896,0,1,WDT0243-A,214.62,2017-06-30 16:16:34
1278873,370896,0,1,WDT0249,229.99,2017-06-30 16:17:07
1278876,370899,0,1,SAT0010,12.99,2017-06-30 16:20:10
1278877,370898,0,1,BEL0279,20.99,2017-06-30 16:21:02
1278880,370900,0,1,ELA0019,16.99,2017-06-30 16:23:56
1278881,370900,0,1,PAC2111,2.899.00,2017-06-30 16:25:44
1278882,369477,0,1,WAC0170,89.99,2017-06-30 16:26:06
1278883,370901,0,1,APP1570,39.00,2017-06-30 16:26:41
1278884,370898,0,1,ZAG0029,17.99,2017-06-30 16:27:41
1278887,370901,0,1,APP1020,63.00,2017-06-30 16:29:23
1278888,370902,0,1,APP1214,80.00,2017-06-30 16:32:03
1278889,370903,0,1,APP1003,2.365.00,2017-06-30 16:34:03
1278891,370904,0,1,APP1970,399.00,2017-06-30 16:38:45
1278893,370905,0,1,BEL0198,19.99,2017-06-30 16:40:46
1278894,370905,0,1,SAT0054,79.99,2017-06-30 16:41:41
1278895,370906,0,1,WAC0174,79.99,2017-06-30 16:42:03
1278898,370907,0,1,APP2082,1.899.00,2017-06-30 16:43:27
1278900,370830,0,1,PAC2076,2.258.00,2017-06-30 16:47:13
1278903,370909,0,1,APP0436,32.99,2017-06-30 16:48:59
1278904,370910,0,1,WAC0132,179.99,2017-06-30 16:49:29
1278905,370911,0,1,HTE0013,94.99,2017-06-30 16:49:40
1278909,370913,0,1,APP0409,79.00,2017-06-30 16:55:50
1278912,370830,0,1,APP0662,142.00,2017-06-30 16:57:15
1278913,370914,0,1,APP2075,3.068.00,2017-06-30 16:58:42
1278914,370915,0,1,JBL0123,39.99,2017-06-30 16:59:08
1278916,370916,0,1,APP0927,14.99,2017-06-30 16:59:18
1278920,370917,0,1,APP2082,1.899.00,2017-06-30 17:01:58
1278922,370918,0,1,LMP0020,49.99,2017-06-30 17:02:23
1278929,370920,0,1,FCM0016-2,70.99,2017-06-30 17:12:40
1278930,370652,0,1,APP2123,829.00,2017-06-30 17:15:38
1278932,370652,0,1,APP2161,179.00,2017-06-30 17:16:09
1278933,370921,0,1,KIN0167,91.99,2017-06-30 17:16:13
1278937,370923,0,1,JBL0097,23.99,2017-06-30 17:21:39
1278939,370924,0,1,MUV0168,7.99,2017-06-30 17:25:36
1278943,370925,0,1,APP1003,2.365.00,2017-06-30 17:30:51
1278944,370926,0,1,APP1569,39.00,2017-06-30 17:31:07
1278947,370927,0,1,CRU0050,92.99,2017-06-30 17:31:44
1278948,370928,0,1,APP2148,602.48,2017-06-30 17:32:24
1278950,370927,0,1,OWC0035-2,76.99,2017-06-30 17:32:58
1278952,370929,0,1,PAC2062,329.00,2017-06-30 17:33:48
1278954,370924,0,1,GRT0457,56.99,2017-06-30 17:34:07
1278955,370930,0,1,APP1645,729.00,2017-06-30 17:34:19
1278956,370434,0,1,BEL0190,14.99,2017-06-30 17:36:11
1278957,370931,0,1,APP2001,40.99,2017-06-30 17:36:33
1278958,370434,0,1,BEL0213,16.99,2017-06-30 17:36:42
1278961,370933,0,2,APP0697,4.99,2017-06-30 17:39:54
1278962,368987,0,1,SAT0053,64.99,2017-06-30 17:40:29
1278964,370934,0,1,LAC0231,122.99,2017-06-30 17:41:57
1278966,370805,0,1,APP2264,2.679.00,2017-06-30 17:46:02
1278972,370935,0,1,GRT0389,10.99,2017-06-30 17:50:42
1278973,370935,0,1,WOE0007,6.99,2017-06-30 17:50:42
1278974,370936,0,1,FCM0015-2,56.99,2017-06-30 17:53:54
1278975,370936,0,1,FCM0009-2,104.99,2017-06-30 17:54:02
1278976,370937,0,1,MOX0023,4.99,2017-06-30 17:55:43
1278977,370938,0,1,MDT0023,9.99,2017-06-30 17:58:00
1278978,370939,0,1,8MO0007,19.99,2017-06-30 18:02:43
1278981,370941,0,1,APP1719,455.00,2017-06-30 18:05:17
1278982,370940,0,1,APP0702,59.99,2017-06-30 18:06:12
1278983,370942,0,1,OWC0220-2,377.99,2017-06-30 18:06:16
1278984,370943,0,1,APP0702,59.99,2017-06-30 18:06:44
1278987,370944,0,1,GRT0264,18.99,2017-06-30 18:12:05
1278989,370944,0,1,GRT0459,7.99,2017-06-30 18:13:12
1278991,370945,0,1,SAT0010,12.99,2017-06-30 18:15:00
1278992,370946,0,1,APP0702,59.99,2017-06-30 18:17:12
1278995,370948,0,1,CEL0044,9.99,2017-06-30 18:18:04
1278997,370946,0,2,APP0698,8.99,2017-06-30 18:18:48
1278999,370950,0,1,PAC1439,253.99,2017-06-30 18:25:53
1279001,370951,0,1,APP2037,349.00,2017-06-30 18:30:11
1279003,370953,0,1,APP2095,39.00,2017-06-30 18:31:08
1279004,370954,0,1,LAC0185,180.39,2017-06-30 18:32:14
1279009,370957,0,1,APP1139,34.00,2017-06-30 18:40:52
1279010,370958,0,1,WAC0132,179.99,2017-06-30 18:41:14
1279011,370959,0,5,APP1630,1.019.00,2017-06-30 18:44:23
1279012,370960,0,1,PAC0622,207.99,2017-06-30 18:45:50
1279014,370960,0,1,IFX0042,6.99,2017-06-30 18:48:40
1279016,370961,0,3,MOX0023,4.99,2017-06-30 18:51:12
1279017,370802,0,1,SAM0074,127.26,2017-06-30 18:52:44
1279023,370955,0,1,APP2092,149.00,2017-06-30 18:57:22
1279025,370964,0,1,WAC0171,64.99,2017-06-30 18:58:48
1279026,370963,0,1,BEL0294,15.99,2017-06-30 18:59:13
1279027,370779,0,1,HOC0020,24.99,2017-06-30 19:01:09
1279028,370965,0,1,WOE0007,6.99,2017-06-30 19:01:25
1279029,370779,0,1,SAT0048,7.99,2017-06-30 19:02:15
1279030,370779,0,1,APP0698,8.99,2017-06-30 19:02:40
1279031,370779,0,1,KAN0052,7.99,2017-06-30 19:03:19
1279032,370965,0,1,KUA0027,6.99,2017-06-30 19:03:45
1279033,370965,0,1,KUA0017,6.99,2017-06-30 19:03:54
1279035,370779,0,1,BEL0205,12.99,2017-06-30 19:05:01
1279036,370966,0,1,PAC2137,2.323.59,2017-06-30 19:05:38
1279037,370779,0,1,BEL0192,14.99,2017-06-30 19:07:02
1279038,370967,0,1,WAC0054,31.99,2017-06-30 19:07:28
1279040,370779,0,1,KAN0053,94.99,2017-06-30 19:08:46
1279041,370968,0,1,FCM0013-2,27.99,2017-06-30 19:08:48
1279042,370969,0,1,APP1971,499.00,2017-06-30 19:08:48
1279045,370971,0,1,LUN0012,17.99,2017-06-30 19:14:36
1279046,370971,0,1,CAI0008,17.99,2017-06-30 19:14:56
1279047,370971,0,1,CAI0007,18.50,2017-06-30 19:15:18
