order_id,created_date,total_paid,state
312605,2017-01-20 16:07:19,844.99,Place Order
312606,2017-01-20 16:08:02,49.98,Place Order
312607,2017-01-20 17:06:25,168.95,Completed
312608,2017-01-20 16:15:09,59.9,Shopping Basket
312609,2017-01-20 16:15:27,0.0,Shopping Basket
312610,2017-01-20 16:18:06,90.99,Shopping Basket
312611,2017-01-20 16:23:26,1569.0,Shopping Basket
312612,2017-01-20 16:23:26,3452.99,Shopping Basket
312613,2017-01-20 16:29:41,99.99,Completed
312614,2017-01-20 16:42:55,114.98,Completed
312615,2017-01-20 16:26:10,0.0,Shopping Basket
312616,2017-01-20 16:27:38,68.99,Shopping Basket
312617,2017-01-20 17:23:31,364.98,Completed
312618,2017-01-20 16:28:46,120.97,Shopping Basket
312619,2017-01-20 16:28:59,676.95,Shopping Basket
312620,2017-01-20 16:29:24,76.99,Shopping Basket
312621,2017-01-20 16:29:32,0.0,Shopping Basket
312622,2017-01-20 16:29:58,2956.99,Shopping Basket
312623,2017-01-20 16:33:27,59.99,Place Order
312624,2017-01-20 16:38:04,156.98,Completed
312625,2017-01-20 16:39:03,2136.84,Shopping Basket
312626,2017-01-20 16:46:09,52.99,Shopping Basket
312627,2017-01-20 16:51:20,271.98,Completed
312628,2017-01-20 16:51:01,49.98,Completed
312629,2017-01-25 10:19:23,143.67,Completed
312630,2017-01-20 17:00:09,41.98,Completed
312631,2017-01-20 17:13:43,844.99,Completed
312632,2017-01-20 16:55:29,33.26,Shopping Basket
312633,2017-01-20 16:56:14,687.98,Place Order
312634,2017-01-20 17:04:36,521.0,Completed
312635,2017-01-20 17:01:01,21.84,Shopping Basket
312636,2017-01-20 17:01:29,449.98,Shopping Basket
312637,2017-01-20 17:05:10,36.99,Place Order
312638,2017-01-20 17:06:33,139.98,Shopping Basket
312639,2017-01-20 17:33:12,34.99,Place Order
312640,2017-01-20 17:35:53,13.99,Shopping Basket
312641,2017-01-20 17:36:09,0.0,Shopping Basket
312642,2017-01-20 17:44:00,98.98,Completed
312643,2017-01-20 17:41:40,986.77,Place Order
312644,2017-01-20 17:52:23,28.98,Completed
312645,2017-01-20 17:46:12,54.99,Shopping Basket
312646,2017-01-20 17:53:19,43.98,Completed
312647,2017-01-20 17:50:02,2098.99,Shopping Basket
312648,2017-01-20 18:20:44,114.97,Completed
312649,2017-01-20 18:04:49,356.94,Completed
312650,2017-01-20 18:30:24,597.67,Cancelled
312651,2017-01-20 17:58:46,89.0,Shopping Basket
312652,2017-01-20 18:07:50,99.99,Completed
312653,2017-01-21 12:55:17,28.83,Completed
312654,2017-01-20 18:04:48,39.98,Shopping Basket
312655,2017-01-20 18:06:22,62.99,Shopping Basket
312656,2017-01-20 18:09:35,19.99,Shopping Basket
312657,2017-01-20 18:15:53,1991.99,Shopping Basket
312658,2017-01-20 18:21:03,599.95,Shopping Basket
312659,2017-01-20 18:22:05,1195.33,Shopping Basket
312660,2017-01-20 18:22:08,84.99,Shopping Basket
312661,2017-01-20 18:23:38,73.97,Place Order
312662,2017-01-20 20:29:05,30.97,Completed
312663,2017-01-20 19:13:56,74.98,Completed
312664,2017-01-20 18:39:47,54.99,Completed
312665,2017-01-20 18:36:32,49.99,Shopping Basket
312666,2017-01-20 18:38:17,9.99,Shopping Basket
312667,2017-01-20 18:43:29,2024.33,Shopping Basket
312668,2017-01-20 18:57:26,41.98,Completed
312669,2017-01-20 18:55:53,12.99,Shopping Basket
312670,2017-01-20 18:56:32,12.99,Shopping Basket
312671,2017-01-20 18:57:36,40.97,Place Order
312672,2017-01-20 18:57:41,0.0,Shopping Basket
312673,2017-01-20 19:02:18,769.0,Shopping Basket
312675,2017-01-20 19:08:57,102.28,Completed
312676,2017-01-23 07:41:33,84.99,Cancelled
312677,2017-01-20 19:08:32,39.99,Shopping Basket
312678,2017-01-20 19:15:34,214.76,Completed
312679,2017-01-20 19:30:04,33.98,Completed
312680,2017-01-20 19:16:08,483.97,Shopping Basket
312681,2017-01-20 19:28:53,3522.99,Completed
312682,2017-01-20 19:24:31,94.98,Completed
312683,2017-01-20 19:24:57,0.0,Place Order
312684,2017-01-20 19:33:42,78.98,Cancelled
312685,2017-01-20 19:31:31,0.0,Place Order
312686,2017-01-20 19:32:49,39.82,Place Order
312687,2017-01-20 19:37:24,67.99,Shopping Basket
312688,2017-01-20 19:39:38,19.99,Shopping Basket
312689,2017-11-28 13:01:31,99.0,Pending
312690,2017-01-20 19:57:01,403.98,Completed
312691,2017-01-20 19:45:56,341.98,Place Order
312692,2017-01-20 19:47:41,84.99,Shopping Basket
312693,2017-01-20 19:48:18,76.99,Shopping Basket
312694,2017-01-20 19:51:53,29.99,Shopping Basket
312695,2017-01-20 19:53:30,49.99,Shopping Basket
312696,2017-01-20 20:06:38,30.97,Completed
312697,2017-01-20 20:29:28,39.98,Completed
312698,2017-01-20 20:04:06,29.49,Shopping Basket
312699,2017-01-20 20:12:27,56.98,Completed
312700,2017-01-20 20:09:58,188.99,Pending
312701,2017-01-20 20:09:08,66.93,Shopping Basket
312702,2017-01-20 20:11:00,33.98,Place Order
312703,2017-01-20 20:14:33,103.99,Shopping Basket
312704,2017-01-20 20:14:40,82.99,Shopping Basket
312705,2017-01-20 20:18:57,91.81,Shopping Basket
312706,2017-01-20 20:38:42,59.99,Place Order
312707,2017-01-20 20:40:12,161.74,Shopping Basket
312708,2017-01-20 20:41:52,45.0,Shopping Basket
312709,2017-01-20 20:44:37,38.98,Shopping Basket
312710,2017-01-20 20:59:47,54.98,Completed
312711,2017-01-20 20:57:44,21.98,Completed
312712,2017-01-20 20:56:45,0.0,Place Order
312713,2017-01-20 20:58:21,799.96,Shopping Basket
312714,2017-01-20 21:14:35,1769.0,Completed
312715,2017-01-20 21:27:19,1259.99,Completed
312716,2017-01-20 21:22:23,100.97,Shopping Basket
312717,2017-01-20 21:29:43,13.98,Completed
312718,2017-01-20 22:49:13,92.98,Completed
312719,2017-01-20 21:54:07,91.98,Completed
312720,2017-01-20 22:26:05,173.97,Completed
312721,2017-01-20 21:54:55,286.99,Shopping Basket
312722,2017-01-20 21:59:32,1837.99,Shopping Basket
312723,2017-01-20 22:00:01,89.98,Shopping Basket
312724,2017-01-20 22:09:02,3692.99,Shopping Basket
312725,2017-01-20 22:17:23,99.99,Shopping Basket
312726,2017-01-20 22:23:29,25.98,Completed
312727,2017-01-20 22:21:28,179.99,Shopping Basket
312728,2017-01-20 22:23:23,84.99,Shopping Basket
312729,2017-01-20 22:25:38,39.99,Shopping Basket
312730,2017-01-20 22:33:05,69.99,Place Order
312731,2017-01-20 22:34:35,258.98,Shopping Basket
312732,2017-01-20 22:44:28,2451.99,Shopping Basket
312733,2017-01-20 22:56:20,64.99,Completed
312734,2017-01-20 22:55:26,29.99,Place Order
312735,2017-01-20 23:04:44,13.99,Shopping Basket
312736,2017-01-20 23:05:45,14.99,Shopping Basket
312737,2017-01-20 23:14:07,29.97,Completed
312738,2017-01-20 23:07:36,41.99,Shopping Basket
312739,2017-01-21 01:42:46,319.99,Pending
312740,2017-01-20 23:14:29,16.99,Shopping Basket
312741,2017-01-20 23:37:02,71.98,Completed
312742,2017-01-20 23:20:40,129.99,Shopping Basket
312743,2017-01-20 23:25:17,0.0,Shopping Basket
312744,2017-01-22 22:08:46,29.98,Cancelled
312745,2017-01-20 23:34:23,1259.99,Completed
312746,2017-01-20 23:33:52,1058.0,Shopping Basket
312747,2017-01-20 23:41:22,0.0,Place Order
312748,2017-01-20 23:51:34,54.98,Completed
312749,2017-01-20 23:45:57,89.98,Place Order
312750,2017-01-20 23:49:53,0.0,Shopping Basket
312751,2017-01-20 23:54:54,86.98,Completed
312752,2017-01-20 23:52:26,93.98,Place Order
312753,2017-01-20 23:53:52,2299.99,Shopping Basket
312754,2017-01-21 00:00:28,499.0,Shopping Basket
312755,2017-01-21 00:04:23,9.0,Place Order
312756,2017-01-21 00:18:59,60.98,Place Order
312757,2017-01-21 00:19:24,50.89,Shopping Basket
312758,2017-01-21 00:19:32,58.99,Shopping Basket
312759,2017-01-21 00:19:50,54.99,Shopping Basket
312760,2017-01-21 00:30:33,137.98,Completed
312761,2017-01-21 00:26:53,59.98,Completed
312762,2017-01-21 00:31:11,36.99,Shopping Basket
312763,2017-01-21 00:33:34,39.98,Place Order
312764,2017-01-21 00:33:52,2085.99,Shopping Basket
312765,2017-01-21 00:39:42,5.99,Shopping Basket
312766,2017-01-21 00:45:08,100.08,Shopping Basket
312767,2017-01-21 00:49:26,1348.99,Place Order
312768,2017-01-21 00:53:09,2611.98,Shopping Basket
312769,2017-01-21 00:53:59,9.99,Place Order
312770,2017-01-21 01:05:52,69.98,Completed
312771,2017-01-21 00:55:38,1469.0,Shopping Basket
312772,2017-01-21 19:50:19,107.98,Completed
312773,2017-01-21 01:06:43,0.0,Shopping Basket
312774,2017-01-21 01:07:24,78.65,Shopping Basket
312775,2017-01-21 01:20:47,125.9,Shopping Basket
312776,2017-01-21 01:25:29,41.99,Place Order
312777,2017-01-21 01:41:49,90.68,Shopping Basket
312778,2017-01-21 02:10:09,10.99,Place Order
312779,2017-01-21 02:26:27,12.99,Shopping Basket
312780,2017-01-21 02:27:11,75.0,Shopping Basket
312781,2017-01-21 02:33:29,0.0,Shopping Basket
312782,2017-01-21 03:59:52,69.99,Shopping Basket
312783,2017-01-21 05:03:56,4808.99,Place Order
312784,2017-01-21 05:36:03,0.0,Shopping Basket
312785,2017-01-21 06:31:37,3706.75,Shopping Basket
312786,2017-01-21 07:51:26,27.47,Shopping Basket
312787,2017-01-21 08:06:24,46.99,Shopping Basket
312788,2017-01-21 08:08:01,10.99,Shopping Basket
312789,2017-01-21 08:09:22,7.49,Shopping Basket
312790,2017-01-21 08:20:34,547.98,Shopping Basket
312791,2017-01-21 08:35:35,63.98,Completed
312792,2017-01-21 08:34:17,969.22,Place Order
312793,2017-01-21 08:36:23,14.24,Shopping Basket
312794,2017-01-21 08:44:03,2529.89,Completed
312795,2017-01-21 08:39:09,78.77,Shopping Basket
312796,2017-01-24 04:26:33,20.98,Pending
312797,2017-01-21 08:40:01,242.93,Shopping Basket
312798,2017-01-21 08:44:06,49.9,Shopping Basket
312799,2017-01-21 08:48:53,37.98,Shopping Basket
312800,2017-01-21 08:55:04,92.99,Shopping Basket
312801,2017-01-21 09:08:19,1679.94,Shopping Basket
312802,2017-01-21 09:13:33,54.99,Shopping Basket
312803,2017-01-21 09:14:37,369.99,Shopping Basket
312804,2017-01-21 09:17:19,46.99,Shopping Basket
312805,2017-01-21 09:26:07,24.98,Completed
312806,2017-01-21 10:31:49,40.98,Completed
312807,2017-01-21 09:32:54,103.99,Shopping Basket
312808,2017-01-21 09:39:30,0.0,Place Order
312809,2017-01-21 09:46:16,4.99,Place Order
312810,2017-01-21 09:49:30,59.99,Shopping Basket
312811,2017-01-21 09:50:43,104.17,Shopping Basket
312812,2017-01-21 10:32:00,227.97,Completed
312813,2017-01-21 09:56:10,2676.85,Place Order
312814,2017-01-21 09:59:45,253.2,Shopping Basket
312815,2017-01-21 10:05:56,66.98,Place Order
312816,2017-01-21 10:06:09,64.99,Shopping Basket
312817,2017-01-21 10:10:28,53.99,Place Order
312818,2017-01-21 10:12:40,12.99,Shopping Basket
312819,2017-01-21 10:20:12,36.99,Shopping Basket
312820,2017-01-21 10:21:03,26.99,Shopping Basket
312821,2017-01-21 10:21:50,36.99,Shopping Basket
312822,2017-01-21 10:25:18,59.99,Place Order
312823,2017-01-21 10:30:16,9.99,Shopping Basket
312824,2017-01-21 10:31:36,222.98,Shopping Basket
312825,2017-01-21 10:34:23,197.99,Shopping Basket
312826,2017-01-21 10:36:30,0.0,Shopping Basket
312827,2017-01-21 10:37:56,5317.98,Pending
312828,2017-01-21 10:38:15,4.99,Place Order
312829,2017-01-21 10:38:33,9.99,Shopping Basket
312830,2017-01-21 10:47:14,64.99,Completed
312831,2017-01-21 11:04:35,99.99,Completed
312832,2017-01-21 10:54:29,2172.99,Place Order
312833,2017-01-21 11:03:41,132.98,Cancelled
312834,2017-01-21 11:00:22,36.99,Shopping Basket
312835,2017-01-21 11:07:32,29.99,Shopping Basket
312836,2017-01-21 11:09:28,70.99,Shopping Basket
312837,2017-01-21 11:16:26,58.98,Place Order
312838,2017-01-21 11:37:58,59.96,Cancelled
312839,2017-01-21 11:17:00,520.33,Place Order
312840,2017-01-21 11:17:14,284.98,Place Order
312841,2017-01-21 11:18:02,68.99,Shopping Basket
312842,2017-01-21 11:20:15,0.0,Shopping Basket
312843,2017-01-23 13:22:57,68.99,Completed
312844,2017-01-21 11:28:35,40.84,Pending
312845,2017-01-21 11:32:27,14.43,Place Order
312846,2017-01-21 11:32:44,0.0,Shopping Basket
312847,2017-01-21 11:59:35,1193.99,Completed
312848,2017-01-21 11:36:12,82.99,Shopping Basket
312849,2017-01-21 11:36:37,4.99,Place Order
312850,2017-01-21 11:38:41,123.99,Shopping Basket
312851,2017-01-21 11:55:57,253.37,Completed
312852,2017-01-21 11:49:44,41.98,Completed
312853,2017-01-21 11:49:02,5.49,Shopping Basket
312854,2017-01-21 11:49:29,14.98,Place Order
312855,2017-01-21 11:51:16,271.99,Shopping Basket
312856,2017-01-21 12:03:19,249.92,Completed
312857,2017-01-21 12:00:22,2791.99,Shopping Basket
312858,2017-01-21 12:00:27,39.99,Shopping Basket
312859,2017-01-21 12:02:09,0.0,Shopping Basket
312860,2017-01-21 12:03:36,163.99,Place Order
312861,2017-01-21 12:04:07,7.99,Shopping Basket
312862,2017-01-21 12:05:23,19.98,Place Order
312863,2017-01-21 12:07:31,75.18,Shopping Basket
312864,2017-01-21 12:07:34,55.42,Shopping Basket
312865,2017-01-21 12:09:57,69.99,Shopping Basket
312866,2017-01-21 12:11:33,66.98,Place Order
312867,2017-01-21 12:11:50,2583.99,Shopping Basket
312868,2017-01-21 12:13:45,8.99,Place Order
312869,2017-01-21 12:16:25,2430.99,Shopping Basket
312870,2017-01-21 13:32:12,233.96,Completed
312871,2017-01-21 12:19:20,24.99,Shopping Basket
312872,2017-01-21 12:19:59,4.99,Place Order
312873,2017-01-21 12:23:22,161.99,Shopping Basket
312874,2017-01-21 12:25:37,50.34,Shopping Basket
312875,2017-01-21 12:28:25,154.99,Shopping Basket
312876,2017-01-21 12:30:38,89.99,Shopping Basket
312877,2017-01-21 12:30:42,10.99,Shopping Basket
312878,2017-01-21 12:34:17,26.99,Shopping Basket
312879,2017-01-21 12:34:19,34.99,Shopping Basket
312880,2017-01-21 12:40:10,89.0,Shopping Basket
312881,2017-01-21 12:42:40,89.0,Shopping Basket
312882,2017-01-21 12:42:52,4.99,Shopping Basket
312883,2017-01-21 12:42:56,4.99,Shopping Basket
312884,2017-01-21 13:18:27,85.98,Completed
312885,2017-01-23 00:17:09,69.99,Completed
312886,2017-01-21 12:49:41,90.48,Completed
312887,2017-01-21 12:54:35,2499.99,Shopping Basket
312888,2017-01-21 12:55:39,0.0,Shopping Basket
312889,2017-01-21 12:56:55,0.0,Shopping Basket
312890,2017-01-21 12:59:28,59.99,Shopping Basket
312891,2017-01-21 13:01:05,16.99,Shopping Basket
312892,2017-01-21 13:12:23,53.98,Completed
312893,2017-01-21 13:16:36,52.99,Pending
312894,2017-01-21 13:08:29,655.89,Shopping Basket
312895,2017-01-21 13:10:00,2395.99,Shopping Basket
312896,2017-01-21 13:11:41,81.97,Place Order
312897,2017-01-21 13:11:50,167.95,Shopping Basket
312898,2017-01-21 13:14:52,9.99,Shopping Basket
312899,2017-01-21 13:18:31,63.99,Shopping Basket
312900,2017-01-21 13:22:51,49.99,Shopping Basket
312901,2017-01-21 13:25:42,89.99,Shopping Basket
312902,2017-01-21 13:36:26,59.98,Completed
312903,2017-01-21 13:43:19,54.98,Cancelled
312904,2017-01-21 13:31:50,0.0,Place Order
312905,2017-01-21 13:33:46,775.21,Place Order
312906,2017-01-21 13:40:29,54.99,Shopping Basket
312907,2017-01-21 13:44:34,69.99,Shopping Basket
312908,2017-01-21 14:13:41,23.98,Completed
312909,2017-01-21 13:59:13,779.99,Shopping Basket
312910,2017-01-21 14:10:17,25.0,Place Order
312911,2017-01-21 14:24:06,239.95,Completed
312912,2017-01-21 14:14:20,2147.91,Place Order
312913,2017-01-21 14:15:33,14.99,Shopping Basket
312914,2017-01-21 14:21:52,0.0,Shopping Basket
312915,2017-01-21 14:30:55,12.99,Shopping Basket
312916,2017-01-21 14:31:57,14.99,Shopping Basket
312917,2017-01-21 14:44:30,79.96,Completed
312918,2017-01-21 14:43:51,34.99,Shopping Basket
312919,2017-01-21 14:44:25,164.71,Shopping Basket
312920,2017-01-21 14:51:00,1370.99,Shopping Basket
312921,2017-01-21 14:51:41,17.99,Shopping Basket
312922,2017-01-21 15:00:08,8.55,Shopping Basket
312923,2017-01-21 15:04:37,46.99,Shopping Basket
312924,2017-01-21 15:13:56,119.98,Shopping Basket
312925,2017-01-21 15:18:49,52.99,Pending
312926,2017-01-21 15:17:34,156.97,Place Order
312927,2017-01-21 15:30:44,159.99,Place Order
312928,2017-01-21 15:43:15,182.98,Completed
312929,2017-01-21 15:33:08,39.99,Shopping Basket
312930,2017-01-21 15:35:07,440.57,Shopping Basket
312931,2017-01-21 15:40:17,52.98,Shopping Basket
312932,2017-01-21 15:51:38,74.86,Pending
312933,2017-01-21 15:50:26,696.36,Shopping Basket
312934,2017-01-21 16:14:28,29.97,Cancelled
312935,2017-01-21 15:57:43,411.99,Shopping Basket
312936,2017-01-21 16:07:13,74.98,Completed
312937,2017-01-21 16:04:38,90.99,Shopping Basket
312938,2017-01-21 16:06:09,1473.99,Shopping Basket
312939,2017-01-21 16:06:18,11.98,Shopping Basket
312940,2017-01-21 16:11:52,16.89,Completed
312941,2017-01-21 16:10:30,21.98,Place Order
312942,2017-01-21 16:13:25,17.99,Shopping Basket
312943,2017-01-21 16:19:13,46.99,Shopping Basket
312944,2017-01-21 16:30:39,579.99,Completed
312945,2017-01-21 16:19:26,56.98,Shopping Basket
312946,2017-01-21 16:21:25,54.99,Shopping Basket
312947,2017-01-21 16:21:51,279.99,Place Order
312948,2017-01-21 16:22:51,898.99,Shopping Basket
312949,2017-01-22 21:40:15,45.99,Pending
312950,2017-01-21 16:40:55,153.28,Completed
312951,2017-01-21 16:58:25,469.0,Completed
312952,2017-01-21 17:03:46,83.98,Shopping Basket
312953,2017-01-21 17:08:32,86.99,Shopping Basket
312954,2017-01-21 17:20:36,13.3,Completed
312955,2017-01-21 17:16:32,0.0,Place Order
312956,2017-01-21 17:19:26,2434.99,Shopping Basket
312957,2017-01-21 17:32:32,164.95,Completed
312958,2017-01-21 17:49:17,99.98,Completed
312959,2017-01-21 17:24:18,35.0,Place Order
312960,2017-01-21 17:26:47,159.99,Shopping Basket
312961,2017-01-21 17:38:59,69.99,Shopping Basket
312962,2017-01-21 17:41:19,14.99,Shopping Basket
312963,2017-01-21 17:41:23,262.0,Shopping Basket
312964,2017-01-21 17:49:41,2430.99,Pending
312965,2017-01-21 18:05:31,83.98,Completed
312966,2017-01-21 17:55:07,87.34,Completed
312967,2017-01-21 17:53:14,159.0,Shopping Basket
312968,2017-01-21 17:55:54,39.99,Shopping Basket
312969,2017-01-21 18:01:13,24.99,Shopping Basket
312970,2017-01-21 18:05:32,21.59,Shopping Basket
312971,2017-01-21 18:23:15,0.0,Place Order
312972,2017-01-21 18:27:34,385.98,Place Order
312973,2017-01-21 18:34:52,57.98,Place Order
312974,2017-01-21 19:02:22,881.97,Completed
312975,2017-01-21 18:38:11,27.64,Completed
312976,2017-01-21 18:36:02,119.98,Shopping Basket
312977,2017-01-21 18:43:05,729.99,Place Order
312978,2017-01-21 18:48:11,35.99,Shopping Basket
312979,2017-01-21 18:48:11,54.99,Place Order
312980,2017-01-21 19:52:19,1898.99,Cancelled
312981,2017-01-21 18:57:00,34.99,Shopping Basket
312982,2017-01-21 18:58:04,1586.77,Place Order
312983,2017-01-22 23:03:59,41.99,Completed
312984,2017-01-21 19:00:25,0.0,Place Order
312985,2017-01-21 19:06:15,59.98,Completed
312986,2017-01-21 19:23:20,3836.99,Completed
312987,2017-01-21 19:21:29,17.99,Shopping Basket
312988,2017-01-21 19:22:31,0.0,Shopping Basket
312989,2017-01-21 19:22:58,0.0,Place Order
312990,2017-01-21 19:24:40,151.98,Place Order
312991,2017-01-21 19:29:35,193.37,Shopping Basket
312992,2017-01-21 19:32:00,1657.96,Shopping Basket
312993,2017-04-03 09:14:40,26.98,Pending
312994,2017-01-22 22:46:04,29.97,Completed
312995,2017-01-21 19:38:42,10.99,Shopping Basket
312996,2017-01-21 19:39:38,29.99,Shopping Basket
312997,2017-01-21 20:02:09,22.98,Completed
312998,2017-01-21 19:54:25,38.99,Place Order
312999,2017-01-21 20:09:37,116.98,Completed
313000,2017-01-21 20:05:37,59.99,Shopping Basket
313001,2017-01-21 20:08:14,84.99,Shopping Basket
313002,2017-01-21 20:10:07,3286.77,Place Order
313003,2017-01-21 20:10:31,79.98,Place Order
313004,2017-01-21 20:11:07,11.98,Place Order
313005,2017-01-21 20:17:46,99.99,Shopping Basket
313006,2017-01-21 20:17:59,19.99,Shopping Basket
313007,2017-01-24 22:40:30,176.98,Completed
313008,2017-01-21 20:25:29,25.04,Place Order
313009,2017-01-21 20:28:28,1636.04,Place Order
313010,2017-01-21 20:28:35,39.99,Shopping Basket
313011,2017-01-21 20:29:57,87.98,Shopping Basket
313012,2017-01-21 20:42:07,1636.04,Completed
313013,2017-01-21 20:40:49,36.99,Place Order
313014,2017-01-21 20:45:48,25.99,Shopping Basket
313015,2017-01-21 23:14:02,39.18,Completed
313016,2017-01-21 20:47:19,39.99,Shopping Basket
313017,2017-01-21 20:54:49,939.06,Shopping Basket
313018,2017-01-21 21:30:37,443.97,Completed
313019,2017-01-21 21:04:43,31.96,Pending
313020,2017-01-21 21:10:19,23.51,Completed
313021,2017-01-25 18:15:54,254.98,Completed
313022,2017-01-21 21:07:53,189.98,Shopping Basket
313023,2017-01-21 21:12:41,14648.91,Shopping Basket
313024,2017-01-21 21:14:50,2088.99,Shopping Basket
313025,2017-01-21 21:15:18,193.96,Shopping Basket
313026,2017-01-21 21:51:16,550.95,Completed
313027,2017-01-21 21:37:24,15.98,Completed
313028,2017-01-21 21:36:06,2474.99,Shopping Basket
313029,2017-01-21 21:36:35,165.93,Shopping Basket
313030,2017-01-21 21:40:29,36.99,Place Order
313031,2017-01-21 21:53:37,1351.99,Shopping Basket
313032,2017-01-21 21:56:13,79.98,Place Order
313033,2017-01-21 22:10:04,19.99,Shopping Basket
313034,2017-01-21 22:11:36,161.0,Shopping Basket
313035,2017-01-21 22:22:27,2428.98,Place Order
313036,2017-01-21 22:22:55,51.98,Shopping Basket
313037,2017-01-21 22:32:42,203.93,Shopping Basket
313038,2017-01-21 22:33:15,1597.09,Shopping Basket
313039,2017-01-21 22:36:24,0.0,Shopping Basket
313040,2017-01-21 23:18:16,530.97,Completed
313041,2017-01-21 22:39:46,25.04,Completed
313042,2017-01-21 22:44:31,0.0,Shopping Basket
313043,2017-01-21 23:04:26,448.99,Pending
313044,2017-01-21 22:46:15,331.99,Place Order
313045,2017-01-21 22:50:08,5409.98,Place Order
313046,2017-01-21 23:08:17,87.98,Completed
313047,2017-01-21 23:05:55,469.0,Place Order
313048,2017-01-21 23:05:55,79.98,Shopping Basket
313049,2017-01-21 23:08:38,0.0,Place Order
313050,2017-01-21 23:12:58,0.0,Shopping Basket
313051,2017-01-21 23:19:56,69.99,Shopping Basket
313052,2017-01-21 23:23:47,36.98,Place Order
313053,2017-01-21 23:24:12,2563.99,Shopping Basket
313054,2017-01-21 23:24:34,49.99,Shopping Basket
313055,2017-01-21 23:25:19,8.55,Shopping Basket
313056,2017-01-22 00:10:17,239.97,Completed
313057,2017-01-21 23:30:36,0.0,Place Order
313058,2017-01-21 23:35:01,41.99,Shopping Basket
313059,2017-01-22 00:13:02,641.99,Cancelled
313060,2017-01-21 23:56:53,59.98,Shopping Basket
313061,2017-01-22 00:01:00,4744.92,Shopping Basket
313062,2017-01-22 00:04:34,5.99,Shopping Basket
313063,2017-01-22 00:04:58,0.0,Place Order
313064,2017-01-22 00:09:04,8.99,Place Order
313065,2017-01-22 00:16:10,54.98,Completed
313066,2017-01-22 00:27:03,859.97,Shopping Basket
313067,2017-01-22 00:34:17,25.98,Completed
313068,2017-01-22 00:30:45,55.99,Shopping Basket
313069,2017-01-22 00:37:14,29.99,Place Order
313070,2017-01-22 00:37:22,134.97,Shopping Basket
313071,2017-01-22 00:39:08,0.0,Place Order
313072,2017-01-22 00:41:02,206.98,Shopping Basket
313073,2017-01-23 01:23:23,801.89,Completed
313074,2017-01-23 16:04:15,99.97,Completed
313075,2017-01-22 01:01:25,3.99,Place Order
313076,2017-01-22 01:07:22,7.99,Shopping Basket
313077,2017-01-22 02:00:40,670.99,Pending
313078,2017-01-22 01:09:17,9.0,Shopping Basket
313079,2017-01-22 01:23:33,39.99,Shopping Basket
313080,2017-01-22 01:32:00,54.99,Shopping Basket
313081,2017-01-22 01:35:38,411.99,Shopping Basket
313082,2017-01-22 01:56:56,158.98,Completed
313083,2017-01-22 02:02:15,14.99,Shopping Basket
313084,2017-01-22 02:04:09,129.99,Shopping Basket
313085,2017-01-22 02:09:04,49.99,Shopping Basket
313086,2017-01-22 02:23:21,49.99,Shopping Basket
313087,2017-01-22 02:40:09,27.99,Shopping Basket
313088,2017-01-22 03:19:56,557.89,Completed
313089,2017-01-22 03:00:14,2626.99,Shopping Basket
313090,2017-01-22 03:06:11,2641.98,Place Order
313091,2017-01-22 03:29:18,128.97,Completed
313092,2017-01-22 03:18:27,0.0,Shopping Basket
313093,2017-01-22 03:32:06,82.98,Shopping Basket
313094,2017-01-22 03:37:32,69.98,Shopping Basket
313095,2017-01-22 03:42:34,0.0,Place Order
313096,2017-01-22 03:43:09,0.0,Place Order
313097,2017-01-22 04:11:04,0.0,Shopping Basket
313098,2017-01-22 04:37:19,489.0,Shopping Basket
313099,2017-01-22 04:37:19,54.99,Shopping Basket
313100,2017-01-22 04:47:13,79.99,Shopping Basket
313101,2017-01-22 05:56:36,26.98,Cancelled
313102,2017-01-22 07:32:49,31.97,Completed
313103,2017-01-22 06:45:33,59.99,Shopping Basket
313104,2017-01-22 07:00:19,0.0,Shopping Basket
313105,2017-01-22 07:20:23,151.81,Shopping Basket
313106,2017-01-22 07:50:11,64.98,Completed
313107,2017-01-22 07:46:56,0.0,Shopping Basket
313108,2017-01-22 08:04:37,103.99,Shopping Basket
313109,2017-01-22 08:14:23,0.0,Shopping Basket
313110,2017-01-22 10:14:50,57.87,Completed
313111,2017-01-22 08:41:06,469.0,Shopping Basket
313112,2017-01-22 08:55:23,6.99,Place Order
313113,2017-01-22 09:14:48,6.99,Place Order
313114,2017-01-22 09:31:49,0.0,Shopping Basket
313115,2017-01-22 09:33:23,49.99,Shopping Basket
313116,2017-01-22 09:37:54,54.99,Shopping Basket
313117,2017-01-22 09:56:03,133.98,Completed
313118,2017-01-22 09:40:14,81.99,Place Order
313119,2017-01-22 09:45:37,769.0,Place Order
313120,2017-01-22 09:52:01,23.97,Completed
313121,2017-01-22 10:00:53,33.98,Completed
313122,2017-01-22 09:54:23,228.72,Shopping Basket
313123,2017-01-22 09:58:27,13.98,Place Order
313124,2017-01-22 10:02:06,142.45,Shopping Basket
313125,2017-01-26 21:00:51,175.97,Completed
313126,2017-01-22 10:07:18,171.99,Shopping Basket
313127,2017-01-22 10:49:07,39.98,Completed
313128,2017-01-22 10:18:08,526.0,Shopping Basket
313129,2017-01-22 10:21:11,0.0,Shopping Basket
313130,2017-01-22 10:26:47,410.35,Shopping Basket
313131,2017-01-22 10:27:17,68.98,Place Order
313132,2017-01-22 10:28:39,8.99,Shopping Basket
